#{"t_start": 1763411997.5725892, "env_id": "None"}
r,l,t
1.50208,145,8.044146
2.475183,169,17.58327
3.634315,320,35.649682
2.297303,158,45.322115
1.828644,180,56.832069
1.614018,159,65.861589
4.262054,450,92.903685
3.256482,213,105.953764
5.961213,436,131.240107
2.338352,204,143.314264
2.383971,203,155.253199
1.994119,142,164.652161
2.473222,204,177.719345
1.778017,195,190.403171
4.988968,402,220.64575
3.502228,369,249.241539
5.142842,417,281.108936
2.811682,250,300.52232
2.915814,261,320.505044
2.98261,250,339.067277
2.285429,193,353.640149
2.445919,192,368.384545
4.938316,343,394.666741
4.399344,371,422.748006
3.510734,285,444.102685
2.878937,187,458.377744
2.025317,197,472.965786
4.242783,310,495.398903
8.133946,445,528.175319
5.001264,312,551.337897
7.514515,530,590.314566
3.790197,238,607.788129
4.432593,240,625.326625
5.724322,445,657.65236
3.537827,224,673.978324
7.186347,372,701.252167
4.824507,285,722.061093
5.556989,364,748.810786
5.179592,300,770.338392
9.215023,590,812.009445
6.377807,337,836.034322
5.595746,350,861.266897
5.115885,275,880.801631
4.543451,268,900.613639
4.077895,364,926.125115
6.089198,345,951.751356
5.021721,302,974.087533
4.62786,415,1004.247617
3.862103,277,1024.351264
3.568488,298,1046.169146
4.911599,444,1078.727177
2.21645,142,1088.767474
6.097115,321,1112.478942
5.015131,344,1137.202962
3.355362,167,1149.210427
6.40932,263,1168.062901
5.582178,271,1187.9919
8.136676,311,1210.575573
5.548957,282,1231.922404
3.264938,231,1249.885588
2.641763,166,1262.904213
3.362354,291,1284.664369
2.802571,204,1299.622992
4.511896,279,1320.442736
5.376458,473,1356.898042
5.847404,500,1394.378714
4.02303,261,1414.15648
7.165948,335,1440.544466
2.919932,177,1453.712151
3.530139,148,1464.890613
6.597365,429,1496.219484
7.918984,326,1520.441446
5.335777,306,1543.503112
6.804613,383,1571.923141
5.681415,331,1596.453767
7.099468,380,1624.536319
2.888056,148,1635.504905
3.647002,297,1657.554501
2.683381,261,1676.517812
7.305246,295,1698.304398
7.965726,402,1728.278633
4.297784,269,1748.233201
5.832139,337,1772.869125
4.391673,241,1790.412823
7.197508,411,1820.363047
4.379527,245,1838.619895
6.55078,518,1877.38181
4.259556,274,1897.522796
2.920136,157,1909.046163
7.16924,386,1937.638942
6.427466,294,1959.235375
3.084105,189,1972.688537
4.753628,259,1991.815771
3.483133,257,2011.029241
6.385647,280,2031.548616
7.614808,302,2053.423383
8.368046,380,2081.011372
3.719681,256,2099.530062
7.296227,282,2119.625237
4.269096,228,2136.1407
5.007468,280,2156.242538
6.494647,323,2179.240404
2.895277,179,2192.386323
7.866762,480,2226.540613
3.511062,228,2242.746367
6.20762,277,2262.125119
10.578297,331,2284.806018
4.836926,186,2297.564959
10.230082,349,2320.912211
5.809535,226,2335.706114
7.056935,235,2351.662237
3.709924,135,2361.171267
2.479532,118,2369.523793
5.810199,169,2380.955306
5.030435,180,2393.205416
3.531167,137,2402.636862
7.607468,258,2420.044991
8.026208,245,2436.640459
9.893305,329,2458.561645
5.075633,197,2471.912128
6.899699,303,2492.671512
9.50604,335,2515.811778
11.280828,392,2542.496248
5.826327,277,2561.773957
8.303586,295,2582.267826
7.142503,281,2601.989103
11.350982,421,2631.905518
8.164809,313,2653.56995
4.112465,178,2666.097858
9.307488,397,2693.822309
13.84312,450,2725.210989
9.494022,387,2752.335696
9.623526,378,2779.111907
6.780672,403,2808.140264
11.441441,470,2840.708434
9.128054,423,2870.564304
9.374101,415,2899.084533
9.036797,319,2921.51232
7.265944,296,2941.950136
6.368309,311,2963.635782
9.855342,424,2992.696086
6.89156,282,3012.416626
6.889912,257,3030.553648
7.500615,341,3054.305313
5.028569,235,3071.576421
3.196071,205,3086.28418
7.083007,295,3107.701621
4.454062,236,3124.651879
3.569508,213,3139.93632
9.973906,394,3166.651643
8.386433,317,3188.943667
4.408169,165,3200.537257
3.727723,148,3212.373782
6.001245,205,3227.052353
4.04353,190,3242.07656
4.767377,193,3255.649361
4.524844,180,3268.365839
4.967808,245,3285.140275
4.913814,191,3298.005926
6.09447,236,3313.99186
2.780619,144,3323.732566
3.771027,153,3334.068787
5.434886,198,3347.632762
7.714507,279,3366.738305
6.043598,193,3379.491226
10.219036,333,3401.49438
4.424869,185,3413.842591
2.855862,131,3422.790169
5.73225,215,3437.308993
6.483669,221,3451.931985
7.129577,232,3467.70013
9.364749,340,3490.417024
3.4264,152,3500.655228
3.355043,133,3509.85601
6.411925,269,3527.791629
5.616868,266,3545.662618
7.820035,378,3571.107482
4.337787,202,3584.838555
3.406646,158,3595.514845
5.029892,203,3609.568882
6.668625,301,3629.890426
8.985177,344,3652.981367
8.52863,372,3678.242013
4.048384,162,3689.513639
7.872129,305,3710.52783
8.987401,369,3735.463338
8.391748,346,3760.06257
7.79203,322,3782.857477
10.986577,433,3811.724344
11.178788,366,3835.990984
9.040918,358,3860.094107
4.773918,182,3872.744153
7.465672,265,3890.920591
6.587594,244,3907.434128
11.188695,332,3929.954278
10.971585,293,3949.849046
6.811774,278,3969.568038
5.733375,216,3984.61179
5.361664,217,3999.509531
6.960866,257,4017.035361
7.443123,205,4031.031641
6.35017,216,4045.662665
9.593155,295,4065.67016
4.899912,181,4077.982918
7.930345,263,4095.78983
3.229294,131,4104.801423
8.997231,323,4126.464911
7.998445,260,4144.07199
7.475972,285,4163.470341
7.217884,272,4181.605772
8.502689,312,4202.922616
7.254552,230,4218.934681
2.647012,136,4228.410235
4.205906,173,4240.075262
8.513554,347,4263.327928
7.330045,217,4277.984746
3.445597,200,4291.510947
10.192196,272,4309.889284
6.127379,262,4327.62202
10.629273,335,4349.963809
7.720098,268,4368.081167
4.478894,179,4380.071488
5.549341,205,4393.806522
7.570919,283,4413.182745
11.750112,417,4441.209258
5.452623,194,4454.51318
5.073218,174,4466.456448
6.285905,224,4481.287818
8.424362,369,4505.877468
10.626283,290,4524.890155
5.794466,188,4537.656091
2.402191,112,4545.227315
9.362449,295,4564.736898
9.264057,311,4585.244717
14.389491,364,4608.701086
3.855161,148,4618.418573
8.839534,324,4639.563239
4.777173,158,4650.094444
7.777406,250,4666.605322
9.33652,382,4691.598227
7.806155,270,4709.446519
8.656653,270,4727.233844
3.431983,131,4736.125681
5.128345,187,4748.456611
6.82449,222,4763.090841
4.206584,167,4774.145434
5.164802,168,4785.272964
4.74668,172,4796.625884
6.639214,248,4813.075158
5.179463,185,4825.316577
9.489543,264,4842.62691
11.077111,342,4864.970043
5.316624,185,4877.305611
7.130209,260,4894.639622
7.494218,291,4913.920998
3.879899,146,4923.841532
12.56441,351,4947.022965
8.28369,327,4968.281297
10.305701,321,4989.728399
6.27581,211,5003.793898
3.363569,168,5015.137664
5.441698,190,5027.781976
8.387125,274,5045.894212
7.269539,288,5065.314387
5.042317,243,5081.537979
9.197557,289,5100.801053
9.734116,341,5123.455056
4.85535,152,5133.892696
9.538841,298,5153.586926
6.131582,223,5168.681716
7.493108,235,5184.723761
4.320936,174,5196.487748
7.020896,321,5218.600881
8.81318,338,5241.420059
11.791892,318,5262.816292
8.495353,284,5281.703367
8.811556,261,5298.980381
7.423787,352,5322.808449
5.627568,209,5336.89306
7.251316,208,5350.990186
7.547372,224,5366.602418
7.378369,238,5384.225889
8.772275,308,5405.531292
3.707327,158,5417.203009
4.599712,199,5431.341527
7.696798,282,5450.85797
5.308244,190,5463.730876
6.181027,212,5478.242726
5.797331,254,5495.663391
6.058607,178,5507.873325
5.526197,189,5520.743186
9.733601,249,5537.758437
2.465628,113,5545.39092
7.798321,301,5566.054353
7.270538,258,5583.225352
5.661511,214,5597.550065
7.096805,250,5614.462635
10.355527,335,5636.839939
8.587382,262,5654.506057
5.843843,223,5669.433072
8.965869,323,5691.191095
9.944196,353,5714.664701
3.294916,135,5723.841437
4.226922,162,5734.684726
6.617422,216,5749.273087
10.394252,314,5770.144286
9.281271,314,5791.267736
10.92121,306,5811.711229
7.22923,299,5831.835625
5.503153,250,5849.016454
6.738856,250,5865.619101
6.813247,220,5880.262734
13.692271,459,5910.759533
8.326399,351,5934.523985
3.489274,137,5943.794199
3.409021,147,5953.650918
7.13702,230,5969.293012
6.4423,237,5985.420044
8.530042,263,6003.021662
6.154376,206,6017.277293
4.927107,153,6027.714209
7.103465,248,6044.488382
6.876512,247,6060.894085
6.965561,323,6082.265088
9.193648,321,6103.959605
6.619672,232,6119.933034
7.140921,238,6136.70606
6.170008,213,6151.298811
6.03821,234,6166.930661
6.559447,233,6182.560587
14.128338,507,6216.177587
5.747535,188,6228.856695
11.606588,292,6248.242352
7.280852,241,6264.166012
4.531789,204,6278.119024
7.018017,210,6292.193617
8.353412,309,6312.5281
6.333098,263,6330.250834
8.692809,288,6349.933822
8.600591,336,6372.279243
4.507466,171,6383.722728
6.66513,238,6399.441066
8.715595,302,6419.509708
11.084717,400,6445.762154
8.615788,417,6473.459197
6.881415,219,6488.236356
8.239574,244,6504.879287
6.277421,210,6519.107379
9.685201,333,6541.274182
9.826912,315,6561.926902
8.179937,271,6580.002936
11.761026,353,6603.401291
4.762607,196,6616.351792
13.932408,404,6643.224297
9.08464,343,6665.856459
7.486899,245,6682.041259
8.230794,292,6701.378509
7.499018,220,6715.927114
6.283712,225,6731.458222
9.901971,372,6757.152842
7.859234,275,6776.061968
7.158264,252,6793.513577
8.153907,280,6813.156929
5.873894,193,6826.268671
5.539089,193,6839.104176
5.476946,211,6853.361621
6.360752,216,6867.581142
5.628957,199,6880.990559
5.202185,198,6894.528064
6.272396,212,6908.676
6.912982,241,6924.71927
9.706045,270,6942.360615
9.602031,315,6963.304694
8.81366,279,6981.936358
8.466773,308,7002.351199
4.506556,173,7013.772582
6.163487,217,7028.640402
5.008587,170,7040.008401
9.406307,297,7059.480185
4.432739,167,7070.578563
7.563044,294,7089.935652
6.694081,200,7103.262975
8.770833,322,7124.620893
4.702001,212,7138.70955
4.772174,170,7150.111209
5.063472,179,7161.950252
5.661517,221,7176.678807
4.946867,158,7187.147342
6.03833,255,7204.738963
5.347469,168,7215.91607
13.78075,430,7244.666222
10.658637,316,7267.052468
4.615958,162,7278.42402
7.132477,242,7295.207143
6.389258,235,7311.703143
7.908509,328,7334.825677
8.388786,317,7356.183981
10.882808,322,7378.241748
7.653562,245,7394.854009
5.832286,237,7410.822741
6.575271,243,7427.187905
5.682066,207,7441.258426
9.868151,296,7460.652757
5.260491,212,7474.740542
10.616087,381,7500.561181
6.79982,225,7515.895371
5.879474,180,7527.952134
4.660878,137,7537.362121
6.447989,201,7550.926495
5.546184,240,7567.476491
6.383839,265,7585.170516
8.058847,242,7601.204879
8.057636,284,7620.213666
12.276052,383,7646.232517
6.05089,227,7661.433102
4.006175,148,7671.554353
10.988589,310,7692.227759
12.110004,485,7724.412371
10.845563,344,7747.369519
4.987487,154,7757.823586
6.280523,215,7772.411057
4.088931,172,7784.21625
6.887904,205,7798.246659
6.982802,247,7814.87601
6.278653,205,7828.588577
9.412218,305,7849.038925
9.900673,315,7870.316419
9.468537,398,7897.379614
8.24293,362,7921.339109
7.628976,225,7936.437293
7.537059,224,7951.238819
3.878015,159,7961.939428
4.20918,166,7973.018574
4.518143,171,7984.589783
9.366793,272,8002.769905
3.61928,134,8012.025917
6.200991,237,8028.184931
11.727421,411,8055.430455
8.906806,309,8075.711034
9.073301,286,8094.684878
8.056159,224,8109.567427
6.365139,222,8124.449184
10.219632,278,8142.956285
6.032229,215,8157.268682
4.843473,214,8171.698817
5.219467,166,8183.003414
5.297102,236,8198.921323
8.340276,281,8217.900469
7.228053,258,8235.20997
6.465957,205,8248.972951
7.630532,346,8272.449986
7.446529,233,8287.907143
8.749573,286,8307.031954
7.1816,327,8328.977661
5.005791,220,8343.565127
8.865138,295,8363.097957
6.823477,244,8379.642265
5.337026,191,8392.51723
4.977291,150,8402.767252
5.545983,218,8417.551418
3.815141,157,8428.06152
6.487315,199,8441.194198
6.538285,216,8455.764293
4.638305,160,8466.703093
9.084432,287,8486.08187
7.620272,221,8501.032543
7.790204,238,8516.750283
6.971765,281,8535.443466
8.053004,299,8555.795436
5.553889,181,8567.897582
